Sim_ID,Seed,Population,Nei_size,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD,DI
15855,34,129,100,0,64,1,0.1,uniform,1,openly-listen,17.7,46.1,4.55,21.4,0.474,29.508
15856,34,129,100,0,64,1,0.1,uniform,1,vaguely-speak,77.1,74.7,1.77,56.3,0.508,22.375
15857,34,129,100,0,64,1,0.2,constant,0.5,openly-listen,77.1,74.7,1.77,56.3,0.46,20.278
15858,34,129,100,0,64,1,0.2,constant,0.5,vaguely-speak,77.1,74.7,1.77,56.3,0.46,20.278
15859,34,129,100,0,64,1,0.2,constant,0.9,openly-listen,77.1,74.4,1.78,55.7,0.471,21.001
15860,34,129,100,0,64,1,0.2,constant,0.9,vaguely-speak,77.1,74.4,1.78,55.7,0.471,21.001
15861,34,129,100,0,64,1,0.2,constant,1,openly-listen,77.1,74.4,1.78,55.7,0.492,21.908
15862,34,129,100,0,64,1,0.2,constant,1,vaguely-speak,77.1,74.4,1.78,55.7,0.492,21.908
15863,34,129,100,0,64,1,0.2,uniform,0.5,openly-listen,60.9,83,1.44,69.4,0.357,10.282
15864,34,129,100,0,64,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
15865,34,129,100,0,64,1,0.2,uniform,0.9,openly-listen,71.5,87.4,1.3,77,0.25,5.376
15866,34,129,100,0,64,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
15867,34,129,100,0,64,1,0.2,uniform,1,openly-listen,63.3,81.1,1.5,66.3,0.545,17.092
15868,34,129,100,0,64,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
15869,34,129,100,0,64,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
15870,34,129,100,0,64,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
15871,34,129,100,0,64,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
15872,34,129,100,0,64,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
15873,34,129,100,0,64,1,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
15874,34,129,100,0,64,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
15875,34,129,100,0,64,1,0.3,uniform,0.5,openly-listen,81.4,93.5,1.13,88,0.281,4.672
15876,34,129,100,0,64,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
15877,34,129,100,0,64,1,0.3,uniform,0.9,openly-listen,63,81.7,1.48,67.3,0.465,13.575
15878,34,129,100,0,64,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
15879,34,129,100,0,64,1,0.3,uniform,1,openly-listen,61.7,79.6,1.56,63.8,0.533,15.896
15880,34,129,100,0,64,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
15881,34,257,100,0,128,1,0.1,constant,0.5,openly-listen,51.9,57.5,2.99,33.2,0.5,30.116
15882,34,257,100,0,128,1,0.1,constant,0.5,vaguely-speak,51.9,57.5,2.99,33.2,0.5,30.116
15883,34,257,100,0,128,1,0.1,constant,0.9,openly-listen,60.2,57.1,3.03,32.8,0.489,29.526
15884,34,257,100,0,128,1,0.1,constant,0.9,vaguely-speak,60.2,57.1,3.03,32.8,0.489,29.526
15885,34,257,100,0,128,1,0.1,constant,1,openly-listen,64.2,57.9,2.95,33.6,0.491,29.518
15886,34,257,100,0,128,1,0.1,constant,1,vaguely-speak,64.2,57.9,2.95,33.6,0.491,29.518
15887,34,257,100,0,128,1,0.1,uniform,0.5,openly-listen,49.5,64.8,2.36,42.1,0.605,30.369
15888,34,257,100,0,128,1,0.1,uniform,0.5,vaguely-speak,54.4,57.6,2.98,33.3,0.476,28.42
15889,34,257,100,0,128,1,0.1,uniform,0.9,openly-listen,38.7,65.3,2.32,42.8,0.572,28.802
15890,34,257,100,0,128,1,0.1,uniform,0.9,vaguely-speak,65,57.6,2.98,33.3,0.47,28.311
15891,34,257,100,0,128,1,0.1,uniform,1,openly-listen,39.4,64.6,2.37,41.9,0.539,27.063
15892,34,257,100,0,128,1,0.1,uniform,1,vaguely-speak,54.4,57.6,2.98,33.3,0.46,27.52
15893,34,257,100,0,128,1,0.2,constant,0.5,openly-listen,76.9,72.2,1.91,52.3,0.389,18.589
15894,34,257,100,0,128,1,0.2,constant,0.5,vaguely-speak,76.9,72.2,1.91,52.3,0.389,18.589
15895,34,257,100,0,128,1,0.2,constant,0.9,openly-listen,77,73.9,1.82,54.8,0.342,15.552
15896,34,257,100,0,128,1,0.2,constant,0.9,vaguely-speak,77,73.9,1.82,54.8,0.342,15.552
15897,34,257,100,0,128,1,0.2,constant,1,openly-listen,100,99.8,1,100,0,0
15898,34,257,100,0,128,1,0.2,constant,1,vaguely-speak,100,99.8,1,100,0,0
15899,34,257,100,0,128,1,0.2,uniform,0.5,openly-listen,72.1,89.5,1.24,80.3,0.351,6.327
15900,34,257,100,0,128,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
15901,34,257,100,0,128,1,0.2,uniform,0.9,openly-listen,56.4,80.9,1.52,65.7,0.321,9.335
15902,34,257,100,0,128,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
15903,34,257,100,0,128,1,0.2,uniform,1,openly-listen,60.5,82.7,1.45,68.7,0.347,9.753
15904,34,257,100,0,128,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0,0
15905,34,257,100,0,128,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
15906,34,257,100,0,128,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
15907,34,257,100,0,128,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
15908,34,257,100,0,128,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
15909,34,257,100,0,128,1,0.3,constant,1,openly-listen,100,99.8,1,100,0,0
15910,34,257,100,0,128,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0,0
15911,34,257,100,0,128,1,0.3,uniform,0.5,openly-listen,80.5,92.5,1.16,85.9,0.31,5.033
15912,34,257,100,0,128,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
15913,34,257,100,0,128,1,0.3,uniform,0.9,openly-listen,65.8,83,1.44,69.2,0.583,16.427
15914,34,257,100,0,128,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
15915,34,257,100,0,128,1,0.3,uniform,1,openly-listen,68.4,85.2,1.37,72.9,0.499,13.924
15916,34,257,100,0,128,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0,0
15917,34,513,100,0,256,1,0.1,constant,0.5,openly-listen,54.4,57.8,2.97,33.5,0.493,29.51
15918,34,513,100,0,256,1,0.1,constant,0.5,vaguely-speak,54.4,57.8,2.97,33.5,0.493,29.51
15919,34,513,100,0,256,1,0.1,constant,0.9,openly-listen,40.1,52.9,3.54,28.1,0.467,29.167
15920,34,513,100,0,256,1,0.1,constant,0.9,vaguely-speak,40.1,52.9,3.54,28.1,0.467,29.167
15921,34,513,100,0,256,1,0.1,constant,1,openly-listen,48.6,56.4,3.13,31.8,0.476,28.954
15922,34,513,100,0,256,1,0.1,constant,1,vaguely-speak,48.6,56.4,3.13,31.8,0.476,28.954
15923,34,513,100,0,256,1,0.1,uniform,0.5,openly-listen,48.9,63.8,2.45,40.7,0.429,21.945
15924,34,513,100,0,256,1,0.1,uniform,0.5,vaguely-speak,54.3,57.7,2.99,33.3,0.462,27.815
15925,34,513,100,0,256,1,0.1,uniform,0.9,openly-listen,40.3,59.4,2.82,35.4,0.444,23.847
15926,34,513,100,0,256,1,0.1,uniform,0.9,vaguely-speak,65,57.7,2.99,33.3,0.465,28.046
15927,34,513,100,0,256,1,0.1,uniform,1,openly-listen,60,84.3,1.4,71.1,0.395,9.233
15928,34,513,100,0,256,1,0.1,uniform,1,vaguely-speak,65,57.7,2.99,33.3,0.463,27.922
15929,34,513,100,0,256,1,0.2,constant,0.5,openly-listen,76.9,73.1,1.86,53.6,0.453,21.098
15930,34,513,100,0,256,1,0.2,constant,0.5,vaguely-speak,76.9,73.1,1.86,53.6,0.453,21.098
15931,34,513,100,0,256,1,0.2,constant,0.9,openly-listen,76.9,73.1,1.86,53.6,0.443,20.634
15932,34,513,100,0,256,1,0.2,constant,0.9,vaguely-speak,76.9,73.1,1.86,53.6,0.443,20.634
15933,34,513,100,0,256,1,0.2,constant,1,openly-listen,76.9,72.4,1.9,52.5,0.411,19.567
15934,34,513,100,0,256,1,0.2,constant,1,vaguely-speak,76.9,72.4,1.9,52.5,0.411,19.567
15935,34,513,100,0,256,1,0.2,uniform,0.5,openly-listen,89,96.2,1.08,92.8,0.347,4.729
15936,34,513,100,0,256,1,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
15937,34,513,100,0,256,1,0.2,uniform,0.9,openly-listen,58.6,80.5,1.54,64.9,0.289,8.384
15938,34,513,100,0,256,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
15939,34,513,100,0,256,1,0.2,uniform,1,openly-listen,56,79.4,1.58,63.2,0.323,10.354
15940,34,513,100,0,256,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0,0
15941,34,513,100,0,256,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
15942,34,513,100,0,256,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
15943,34,513,100,0,256,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
15944,34,513,100,0,256,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
15945,34,513,100,0,256,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
15946,34,513,100,0,256,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
15947,34,513,100,0,256,1,0.3,uniform,0.5,openly-listen,76.6,92,1.18,84.8,0.279,5.191
15948,34,513,100,0,256,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
15949,34,513,100,0,256,1,0.3,uniform,0.9,openly-listen,64.4,83.9,1.42,70.6,0.301,7.925
15950,34,513,100,0,256,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
15951,34,513,100,0,256,1,0.3,uniform,1,openly-listen,68.1,82.2,1.48,67.6,0.307,8.579
15952,34,513,100,0,256,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0
15953,35,129,100,0,64,1,0.1,constant,0.5,openly-listen,45.3,55.2,3.2,30.7,0.477,28.761
15954,35,129,100,0,64,1,0.1,constant,0.5,vaguely-speak,45.3,55.2,3.2,30.7,0.477,28.761
15955,35,129,100,0,64,1,0.1,constant,0.9,openly-listen,48.7,56.4,3.07,32.1,0.472,27.945
15956,35,129,100,0,64,1,0.1,constant,0.9,vaguely-speak,48.7,56.4,3.07,32.1,0.472,27.945
15957,35,129,100,0,64,1,0.1,constant,1,openly-listen,41.9,56.4,3.07,32.1,0.477,28.21
15958,35,129,100,0,64,1,0.1,constant,1,vaguely-speak,41.9,56.4,3.07,32.1,0.477,28.21
15959,35,129,100,0,64,1,0.1,uniform,0.5,openly-listen,70.2,70.2,2,49.7,0.487,23.957
15960,35,129,100,0,64,1,0.1,uniform,0.5,vaguely-speak,61.9,71.5,1.93,51.5,0.502,22.557
15961,35,129,100,0,64,1,0.1,uniform,0.9,openly-listen,73.8,89.6,1.23,80.9,0.172,3.213
15962,35,129,100,0,64,1,0.1,uniform,0.9,vaguely-speak,59.8,63,2.47,40,0.397,22.081
15963,35,129,100,0,64,1,0.1,uniform,1,openly-listen,48.3,64.3,2.37,41.7,0.46,24.271
15964,35,129,100,0,64,1,0.1,uniform,1,vaguely-speak,59.8,63,2.47,40,0.408,22.734
15965,35,129,100,0,64,1,0.2,constant,0.5,openly-listen,76.9,72.2,1.89,52.5,0.386,18.328
15966,35,129,100,0,64,1,0.2,constant,0.5,vaguely-speak,76.9,72.2,1.89,52.5,0.386,18.328
15967,35,129,100,0,64,1,0.2,constant,0.9,openly-listen,76.9,71.1,1.95,50.9,0.377,18.518
15968,35,129,100,0,64,1,0.2,constant,0.9,vaguely-speak,76.9,71.1,1.95,50.9,0.377,18.518
15969,35,129,100,0,64,1,0.2,constant,1,openly-listen,76.9,71.5,1.93,51.5,0.393,19.084
15970,35,129,100,0,64,1,0.2,constant,1,vaguely-speak,76.9,71.5,1.93,51.5,0.393,19.084
15971,35,129,100,0,64,1,0.2,uniform,0.5,openly-listen,84.2,94.2,1.12,89.5,0.343,5.244
15972,35,129,100,0,64,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
15973,35,129,100,0,64,1,0.2,uniform,0.9,openly-listen,83.7,93.5,1.13,88.1,0.329,6.058
15974,35,129,100,0,64,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
15975,35,129,100,0,64,1,0.2,uniform,1,openly-listen,59.1,76,1.71,58.2,0.27,12.177
15976,35,129,100,0,64,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
15977,35,129,100,0,64,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
15978,35,129,100,0,64,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
15979,35,129,100,0,64,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
15980,35,129,100,0,64,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
15981,35,129,100,0,64,1,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
15982,35,129,100,0,64,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
15983,35,129,100,0,64,1,0.3,uniform,0.5,openly-listen,89.2,96.3,1.07,93.4,0.236,3.026
15984,35,129,100,0,64,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
15985,35,129,100,0,64,1,0.3,uniform,0.9,openly-listen,71.5,85.4,1.36,73.5,0.256,7.737
15986,35,129,100,0,64,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
15987,35,129,100,0,64,1,0.3,uniform,1,openly-listen,59.4,79.3,1.57,63.4,0.238,8.735
15988,35,129,100,0,64,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
15989,35,257,100,0,128,1,0.1,constant,0.5,openly-listen,40.2,55,3.27,30.3,0.466,28.174
15990,35,257,100,0,128,1,0.1,constant,0.5,vaguely-speak,40.2,55,3.27,30.3,0.466,28.174
15991,35,257,100,0,128,1,0.1,constant,0.9,openly-listen,46.5,52.3,3.6,27.5,0.453,28.04
15992,35,257,100,0,128,1,0.1,constant,0.9,vaguely-speak,46.5,52.3,3.6,27.5,0.453,28.04
15993,35,257,100,0,128,1,0.1,constant,1,openly-listen,46.4,52.2,3.62,27.3,0.454,28.154
15994,35,257,100,0,128,1,0.1,constant,1,vaguely-speak,46.4,52.2,3.62,27.3,0.454,28.154
15995,35,257,100,0,128,1,0.1,uniform,0.5,openly-listen,72.5,89.8,1.23,81,0.204,4.421
15996,35,257,100,0,128,1,0.1,uniform,0.5,vaguely-speak,77,73.4,1.84,54.1,0.402,18.506
15997,35,257,100,0,128,1,0.1,uniform,0.9,openly-listen,45.5,65,2.35,42.4,0.596,31.445
15998,35,257,100,0,128,1,0.1,uniform,0.9,vaguely-speak,76.9,71.6,1.94,51.5,0.4,19.431
15999,35,257,100,0,128,1,0.1,uniform,1,openly-listen,40.6,61.4,2.62,37.9,0.555,30.887
16000,35,257,100,0,128,1,0.1,uniform,1,vaguely-speak,76.9,71.6,1.94,51.5,0.408,19.819
16001,35,257,100,0,128,1,0.2,constant,0.5,openly-listen,76.9,71.7,1.93,51.6,0.424,20.509
16002,35,257,100,0,128,1,0.2,constant,0.5,vaguely-speak,76.9,71.7,1.93,51.6,0.424,20.509
16003,35,257,100,0,128,1,0.2,constant,0.9,openly-listen,76.9,71.8,1.92,51.8,0.359,17.31
16004,35,257,100,0,128,1,0.2,constant,0.9,vaguely-speak,76.9,71.8,1.92,51.8,0.359,17.31
16005,35,257,100,0,128,1,0.2,constant,1,openly-listen,76.9,71.7,1.93,51.6,0.385,18.647
16006,35,257,100,0,128,1,0.2,constant,1,vaguely-speak,76.9,71.7,1.93,51.6,0.385,18.647
16007,35,257,100,0,128,1,0.2,uniform,0.5,openly-listen,69.6,88.3,1.27,78.3,0.455,10.18
16008,35,257,100,0,128,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
16009,35,257,100,0,128,1,0.2,uniform,0.9,openly-listen,58.8,81.7,1.49,67,0.443,12.557
16010,35,257,100,0,128,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
16011,35,257,100,0,128,1,0.2,uniform,1,openly-listen,57.6,79.4,1.58,63.3,0.607,22.354
16012,35,257,100,0,128,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0,0
16013,35,257,100,0,128,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
16014,35,257,100,0,128,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
16015,35,257,100,0,128,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
16016,35,257,100,0,128,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
16017,35,257,100,0,128,1,0.3,constant,1,openly-listen,100,99.8,1,100,0,0
16018,35,257,100,0,128,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0,0
16019,35,257,100,0,128,1,0.3,uniform,0.5,openly-listen,71.7,87.3,1.31,76.5,0.234,7.005
16020,35,257,100,0,128,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
16021,35,257,100,0,128,1,0.3,uniform,0.9,openly-listen,70.8,87.3,1.31,76.5,0.483,11.286
16022,35,257,100,0,128,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
16023,35,257,100,0,128,1,0.3,uniform,1,openly-listen,66.8,85.8,1.35,74,0.418,11.58
16024,35,257,100,0,128,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0,0
16025,35,513,100,0,256,1,0.1,constant,0.5,openly-listen,43.4,51.5,3.75,26.5,0.454,28.661
16026,35,513,100,0,256,1,0.1,constant,0.5,vaguely-speak,43.4,51.5,3.75,26.5,0.454,28.661
16027,35,513,100,0,256,1,0.1,constant,0.9,openly-listen,42.8,50.9,3.82,26,0.448,28.467
16028,35,513,100,0,256,1,0.1,constant,0.9,vaguely-speak,42.8,50.9,3.82,26,0.448,28.467
16029,35,513,100,0,256,1,0.1,constant,1,openly-listen,47.5,50.7,3.85,25.8,0.446,28.447
16030,35,513,100,0,256,1,0.1,constant,1,vaguely-speak,47.5,50.7,3.85,25.8,0.446,28.447
16031,35,513,100,0,256,1,0.1,uniform,0.5,openly-listen,52.2,67.3,2.2,45.4,0.631,31.814
16032,35,513,100,0,256,1,0.1,uniform,0.5,vaguely-speak,77,73.7,1.83,54.5,0.437,19.985
16033,35,513,100,0,256,1,0.1,uniform,0.9,openly-listen,63.3,83.4,1.44,69.6,0.219,5.479
16034,35,513,100,0,256,1,0.1,uniform,0.9,vaguely-speak,54.6,58.1,2.94,33.8,0.402,24.045
16035,35,513,100,0,256,1,0.1,uniform,1,openly-listen,63.2,85.2,1.37,72.8,0.373,10.484
16036,35,513,100,0,256,1,0.1,uniform,1,vaguely-speak,54.5,57.9,2.96,33.6,0.399,23.972
16037,35,513,100,0,256,1,0.2,constant,0.5,openly-listen,76.9,71.4,1.95,51.1,0.358,17.534
16038,35,513,100,0,256,1,0.2,constant,0.5,vaguely-speak,76.9,71.4,1.95,51.1,0.358,17.534
16039,35,513,100,0,256,1,0.2,constant,0.9,openly-listen,76.9,71.4,1.96,51,0.368,18.045
16040,35,513,100,0,256,1,0.2,constant,0.9,vaguely-speak,76.9,71.4,1.96,51,0.368,18.045
16041,35,513,100,0,256,1,0.2,constant,1,openly-listen,76.9,71.4,1.95,51.1,0.366,17.901
16042,35,513,100,0,256,1,0.2,constant,1,vaguely-speak,76.9,71.4,1.95,51.1,0.366,17.901
16043,35,513,100,0,256,1,0.2,uniform,0.5,openly-listen,81.1,92.3,1.17,85.4,0.566,11.299
16044,35,513,100,0,256,1,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
16045,35,513,100,0,256,1,0.2,uniform,0.9,openly-listen,75.7,91.6,1.19,84.1,0.361,6.407
16046,35,513,100,0,256,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
16047,35,513,100,0,256,1,0.2,uniform,1,openly-listen,61.3,82.2,1.48,67.7,0.512,16.657
16048,35,513,100,0,256,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0,0
16049,35,513,100,0,256,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
16050,35,513,100,0,256,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
16051,35,513,100,0,256,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
16052,35,513,100,0,256,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
16053,35,513,100,0,256,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
16054,35,513,100,0,256,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
16055,35,513,100,0,256,1,0.3,uniform,0.5,openly-listen,71.9,86.8,1.32,75.5,0.215,5.83
16056,35,513,100,0,256,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
16057,35,513,100,0,256,1,0.3,uniform,0.9,openly-listen,63.9,85.5,1.37,73.2,0.287,8.654
16058,35,513,100,0,256,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
16059,35,513,100,0,256,1,0.3,uniform,1,openly-listen,58.1,82.8,1.46,68.7,0.316,10.399
16060,35,513,100,0,256,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0
16061,36,129,100,0,64,1,0.1,constant,0.5,openly-listen,43.7,50.8,3.77,26,0.491,31.438
16062,36,129,100,0,64,1,0.1,constant,0.5,vaguely-speak,43.7,50.8,3.77,26,0.491,31.438
16063,36,129,100,0,64,1,0.1,constant,0.9,openly-listen,48.3,50.9,3.75,26.1,0.466,29.688
16064,36,129,100,0,64,1,0.1,constant,0.9,vaguely-speak,48.3,50.9,3.75,26.1,0.466,29.688
16065,36,129,100,0,64,1,0.1,constant,1,openly-listen,37.8,50.9,3.75,26.1,0.471,29.957
16066,36,129,100,0,64,1,0.1,constant,1,vaguely-speak,37.8,50.9,3.75,26.1,0.471,29.957
16067,36,129,100,0,64,1,0.1,uniform,0.5,openly-listen,82.9,94.2,1.12,89.4,0.259,4.099
16068,36,129,100,0,64,1,0.1,uniform,0.5,vaguely-speak,76.9,70.9,1.96,50.7,0.512,25.265
16069,36,129,100,0,64,1,0.1,uniform,0.9,openly-listen,59.3,66.9,2.2,45.1,0.341,16.066
16070,36,129,100,0,64,1,0.1,uniform,0.9,vaguely-speak,76.9,71.7,1.92,51.8,0.521,25.103
16071,36,129,100,0,64,1,0.1,uniform,1,openly-listen,58.2,66.4,2.23,44.5,0.272,13.068
16072,36,129,100,0,64,1,0.1,uniform,1,vaguely-speak,65.8,67.8,2.14,46.3,0.508,26.094
16073,36,129,100,0,64,1,0.2,constant,0.5,openly-listen,76.9,71.1,1.95,50.9,0.492,24.135
16074,36,129,100,0,64,1,0.2,constant,0.5,vaguely-speak,76.9,71.1,1.95,50.9,0.492,24.135
16075,36,129,100,0,64,1,0.2,constant,0.9,openly-listen,76.9,70.8,1.97,50.5,0.449,22.232
16076,36,129,100,0,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.8,1.97,50.5,0.449,22.232
16077,36,129,100,0,64,1,0.2,constant,1,openly-listen,76.9,70.6,1.97,50.3,0.452,22.444
16078,36,129,100,0,64,1,0.2,constant,1,vaguely-speak,76.9,70.6,1.97,50.3,0.452,22.444
16079,36,129,100,0,64,1,0.2,uniform,0.5,openly-listen,73.7,90.4,1.21,82.3,0.208,4.181
16080,36,129,100,0,64,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
16081,36,129,100,0,64,1,0.2,uniform,0.9,openly-listen,61.5,82.3,1.46,68.2,0.321,9.847
16082,36,129,100,0,64,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
16083,36,129,100,0,64,1,0.2,uniform,1,openly-listen,51.5,75.8,1.72,57.9,0.287,10.724
16084,36,129,100,0,64,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
16085,36,129,100,0,64,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
16086,36,129,100,0,64,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
16087,36,129,100,0,64,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
16088,36,129,100,0,64,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
16089,36,129,100,0,64,1,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
16090,36,129,100,0,64,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
16091,36,129,100,0,64,1,0.3,uniform,0.5,openly-listen,73.8,88.2,1.27,78.4,0.219,5.842
16092,36,129,100,0,64,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
16093,36,129,100,0,64,1,0.3,uniform,0.9,openly-listen,81.8,92.7,1.15,86.6,0.153,2.502
16094,36,129,100,0,64,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
16095,36,129,100,0,64,1,0.3,uniform,1,openly-listen,64.1,80,1.54,64.6,0.227,7.614
16096,36,129,100,0,64,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
16097,36,257,100,0,128,1,0.1,constant,0.5,openly-listen,34.3,49.6,4,24.7,0.456,29.36
16098,36,257,100,0,128,1,0.1,constant,0.5,vaguely-speak,34.3,49.6,4,24.7,0.456,29.36
16099,36,257,100,0,128,1,0.1,constant,0.9,openly-listen,37.6,51,3.78,26.2,0.444,28.309
16100,36,257,100,0,128,1,0.1,constant,0.9,vaguely-speak,37.6,51,3.78,26.2,0.444,28.309
16101,36,257,100,0,128,1,0.1,constant,1,openly-listen,44,54.5,3.32,29.8,0.453,27.87
16102,36,257,100,0,128,1,0.1,constant,1,vaguely-speak,44,54.5,3.32,29.8,0.453,27.87
16103,36,257,100,0,128,1,0.1,uniform,0.5,openly-listen,54.1,64.4,2.39,41.7,0.359,19.455
16104,36,257,100,0,128,1,0.1,uniform,0.5,vaguely-speak,76.9,72.3,1.9,52.5,0.517,24.631
16105,36,257,100,0,128,1,0.1,uniform,0.9,openly-listen,57.1,78.7,1.6,62.2,0.263,8.081
16106,36,257,100,0,128,1,0.1,uniform,0.9,vaguely-speak,76.9,72,1.91,52.1,0.501,23.996
16107,36,257,100,0,128,1,0.1,uniform,1,openly-listen,44.7,61.5,2.61,38,0.337,18.707
16108,36,257,100,0,128,1,0.1,uniform,1,vaguely-speak,76.9,71.9,1.92,51.9,0.494,23.766
16109,36,257,100,0,128,1,0.2,constant,0.5,openly-listen,76.9,71.4,1.95,51.2,0.427,20.833
16110,36,257,100,0,128,1,0.2,constant,0.5,vaguely-speak,76.9,71.4,1.95,51.2,0.427,20.833
16111,36,257,100,0,128,1,0.2,constant,0.9,openly-listen,76.9,70.9,1.97,50.5,0.417,20.627
16112,36,257,100,0,128,1,0.2,constant,0.9,vaguely-speak,76.9,70.9,1.97,50.5,0.417,20.627
16113,36,257,100,0,128,1,0.2,constant,1,openly-listen,76.9,70.7,1.99,50.1,0.423,21.091
16114,36,257,100,0,128,1,0.2,constant,1,vaguely-speak,76.9,70.7,1.99,50.1,0.423,21.091
16115,36,257,100,0,128,1,0.2,uniform,0.5,openly-listen,59.7,80.8,1.52,65.5,0.236,7.951
