Sim_ID,Seed,Population,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD,DI
11242,9,257,0.25,64,1,0.1,uniform,0.9,vaguely-speak,56.6,60.5,2.71,36.7,0.453,26.149
11243,9,257,0.25,64,1,0.1,uniform,1,openly-listen,39.2,60.7,2.68,37,0.523,29.346
11244,9,257,0.25,64,1,0.1,uniform,1,vaguely-speak,56.2,60,2.74,36.2,0.449,26.113
11245,9,257,0.25,64,1,0.2,constant,0.5,openly-listen,76.9,71,1.97,50.6,0.46,22.709
11246,9,257,0.25,64,1,0.2,constant,0.5,vaguely-speak,76.9,71,1.97,50.6,0.46,22.709
11247,9,257,0.25,64,1,0.2,constant,0.9,openly-listen,76.9,70.9,1.97,50.4,0.442,21.929
11248,9,257,0.25,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.9,1.97,50.4,0.442,21.929
11249,9,257,0.25,64,1,0.2,constant,1,openly-listen,76.9,70.9,1.97,50.5,0.423,20.924
11250,9,257,0.25,64,1,0.2,constant,1,vaguely-speak,76.9,70.9,1.97,50.5,0.423,20.924
11251,9,257,0.25,64,1,0.2,uniform,0.5,openly-listen,77.8,92.9,1.15,86.6,0.46,8.108
11252,9,257,0.25,64,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
11253,9,257,0.25,64,1,0.2,uniform,0.9,openly-listen,75.5,89.3,1.25,80.1,0.493,12.115
11254,9,257,0.25,64,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
11255,9,257,0.25,64,1,0.2,uniform,1,openly-listen,72.9,89.5,1.24,80.4,0.508,12.189
11256,9,257,0.25,64,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0,0
11257,9,257,0.25,64,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
11258,9,257,0.25,64,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
11259,9,257,0.25,64,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
11260,9,257,0.25,64,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
11261,9,257,0.25,64,1,0.3,constant,1,openly-listen,100,99.8,1,100,0,0
11262,9,257,0.25,64,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0,0
11263,9,257,0.25,64,1,0.3,uniform,0.5,openly-listen,84.9,95.2,1.1,90.9,0.32,4.539
11264,9,257,0.25,64,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
11265,9,257,0.25,64,1,0.3,uniform,0.9,openly-listen,69.2,86.2,1.34,74.5,0.246,7.509
11266,9,257,0.25,64,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
11267,9,257,0.25,64,1,0.3,uniform,1,openly-listen,66.2,85.9,1.35,74,0.376,9.637
11268,9,257,0.25,64,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0,0
11305,9,513,0.05,4,1,0.1,constant,0.5,openly-listen,7.7,33.7,8.66,11.4,0.458,32.16
11306,9,513,0.05,4,1,0.1,constant,0.5,vaguely-speak,7.7,33.7,8.66,11.4,0.458,32.16
11307,9,513,0.05,4,1,0.1,constant,0.9,openly-listen,7.9,32.8,9.13,10.8,0.454,31.862
11308,9,513,0.05,4,1,0.1,constant,0.9,vaguely-speak,7.9,32.8,9.13,10.8,0.454,31.862
11309,9,513,0.05,4,1,0.1,constant,1,openly-listen,8,32.4,9.36,10.5,0.452,31.736
11310,9,513,0.05,4,1,0.1,constant,1,vaguely-speak,8,32.4,9.36,10.5,0.452,31.736
11311,9,513,0.05,4,1,0.1,uniform,0.5,openly-listen,17.1,50.2,3.94,25.3,0.518,32
11312,9,513,0.05,4,1,0.1,uniform,0.5,vaguely-speak,8.9,36.3,7.46,13.2,0.458,31.822
11313,9,513,0.05,4,1,0.1,uniform,0.9,openly-listen,19.5,51.4,3.76,26.4,0.541,33.21
11314,9,513,0.05,4,1,0.1,uniform,0.9,vaguely-speak,8.9,33.4,8.83,11.1,0.444,30.937
11315,9,513,0.05,4,1,0.1,uniform,1,openly-listen,7.5,33.4,8.82,11.2,0.467,32.614
11316,9,513,0.05,4,1,0.1,uniform,1,vaguely-speak,14.1,44.9,4.91,20.2,0.429,28.392
11317,9,513,0.05,4,1,0.2,constant,0.5,openly-listen,55.6,81.2,1.51,66.1,0.369,12.262
11318,9,513,0.05,4,1,0.2,constant,0.5,vaguely-speak,55.6,81.2,1.51,66.1,0.369,12.262
11319,9,513,0.05,4,1,0.2,constant,0.9,openly-listen,69.7,88.4,1.28,78.3,0.325,8.285
11320,9,513,0.05,4,1,0.2,constant,0.9,vaguely-speak,69.7,88.4,1.28,78.3,0.325,8.285
11321,9,513,0.05,4,1,0.2,constant,1,openly-listen,66.3,87,1.32,75.9,0.311,8.603
11322,9,513,0.05,4,1,0.2,constant,1,vaguely-speak,66.3,87,1.32,75.9,0.311,8.603
11323,9,513,0.05,4,1,0.2,uniform,0.5,openly-listen,73.5,91,1.2,83,0.498,10.667
11324,9,513,0.05,4,1,0.2,uniform,0.5,vaguely-speak,77.9,92.6,1.16,85.9,0.303,5.996
11325,9,513,0.05,4,1,0.2,uniform,0.9,openly-listen,26.8,59.2,2.84,35.1,0.497,21.644
11326,9,513,0.05,4,1,0.2,uniform,0.9,vaguely-speak,85.2,95.3,1.1,90.9,0.264,4.136
11327,9,513,0.05,4,1,0.2,uniform,1,openly-listen,21.9,47.3,4.43,22.4,0.387,19.509
11328,9,513,0.05,4,1,0.2,uniform,1,vaguely-speak,82.6,93.7,1.14,88,0.266,5.111
11329,9,513,0.05,4,1,0.3,constant,0.5,openly-listen,89.5,96.4,1.07,93.1,0.191,2.556
11330,9,513,0.05,4,1,0.3,constant,0.5,vaguely-speak,89.5,96.4,1.07,93.1,0.191,2.556
11331,9,513,0.05,4,1,0.3,constant,0.9,openly-listen,93.7,98,1.04,96.1,0.153,1.52
11332,9,513,0.05,4,1,0.3,constant,0.9,vaguely-speak,93.7,98,1.04,96.1,0.153,1.52
11333,9,513,0.05,4,1,0.3,constant,1,openly-listen,91.7,97.6,1.05,95.4,0.18,2.206
11334,9,513,0.05,4,1,0.3,constant,1,vaguely-speak,91.7,97.6,1.05,95.4,0.18,2.206
11335,9,513,0.05,4,1,0.3,uniform,0.5,openly-listen,53.2,76.9,1.69,59.2,0.328,9.981
11336,9,513,0.05,4,1,0.3,uniform,0.5,vaguely-speak,99.1,99.7,1,99.6,0.059,0.184
11337,9,513,0.05,4,1,0.3,uniform,0.9,openly-listen,28.5,50.3,3.92,25.3,0.29,15.795
11338,9,513,0.05,4,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
11339,9,513,0.05,4,1,0.3,uniform,1,openly-listen,21.5,42.1,5.58,17.8,0.327,19.745
11340,9,513,0.05,4,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0.004,0.275
11377,9,513,0.05,16,1,0.1,constant,0.5,openly-listen,42.9,52.8,3.56,27.9,0.452,28.282
11378,9,513,0.05,16,1,0.1,constant,0.5,vaguely-speak,42.9,52.8,3.56,27.9,0.452,28.282
11379,9,513,0.05,16,1,0.1,constant,0.9,openly-listen,46.6,59.9,2.78,35.9,0.427,24.794
11380,9,513,0.05,16,1,0.1,constant,0.9,vaguely-speak,46.6,59.9,2.78,35.9,0.427,24.794
11381,9,513,0.05,16,1,0.1,constant,1,openly-listen,43.8,57.9,2.97,33.5,0.458,27.308
11382,9,513,0.05,16,1,0.1,constant,1,vaguely-speak,43.8,57.9,2.97,33.5,0.458,27.308
11383,9,513,0.05,16,1,0.1,uniform,0.5,openly-listen,56.8,67.9,2.16,46.2,0.39,18.114
11384,9,513,0.05,16,1,0.1,uniform,0.5,vaguely-speak,68.7,75.8,1.73,57.6,0.453,19.027
11385,9,513,0.05,16,1,0.1,uniform,0.9,openly-listen,42.7,64.3,2.4,41.5,0.776,41.372
11386,9,513,0.05,16,1,0.1,uniform,0.9,vaguely-speak,75.3,70.7,1.99,50.1,0.361,18.051
11387,9,513,0.05,16,1,0.1,uniform,1,openly-listen,36.1,61.7,2.61,38.2,0.742,41.12
11388,9,513,0.05,16,1,0.1,uniform,1,vaguely-speak,75.5,73.2,1.86,53.7,0.383,17.831
11389,9,513,0.05,16,1,0.2,constant,0.5,openly-listen,88.7,95.5,1.09,91.4,0.185,2.803
11390,9,513,0.05,16,1,0.2,constant,0.5,vaguely-speak,88.7,95.5,1.09,91.4,0.185,2.803
11391,9,513,0.05,16,1,0.2,constant,0.9,openly-listen,99.1,99.7,1,99.6,0.055,0.173
11392,9,513,0.05,16,1,0.2,constant,0.9,vaguely-speak,99.1,99.7,1,99.6,0.055,0.173
11393,9,513,0.05,16,1,0.2,constant,1,openly-listen,100,99.9,1,100,0.001,0.073
11394,9,513,0.05,16,1,0.2,constant,1,vaguely-speak,100,99.9,1,100,0.001,0.073
11395,9,513,0.05,16,1,0.2,uniform,0.5,openly-listen,63.5,87.9,1.29,77.5,0.507,13.344
11396,9,513,0.05,16,1,0.2,uniform,0.5,vaguely-speak,98.3,99.5,1.01,99.2,0.085,0.375
11397,9,513,0.05,16,1,0.2,uniform,0.9,openly-listen,64,87.9,1.29,77.5,0.534,14.116
11398,9,513,0.05,16,1,0.2,uniform,0.9,vaguely-speak,99.1,99.7,1,99.6,0.058,0.181
11399,9,513,0.05,16,1,0.2,uniform,1,openly-listen,42.9,76.5,1.7,58.7,0.509,16.655
11400,9,513,0.05,16,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0.001,0.071
11401,9,513,0.05,16,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
11402,9,513,0.05,16,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
11403,9,513,0.05,16,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
11404,9,513,0.05,16,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
11405,9,513,0.05,16,1,0.3,constant,1,openly-listen,100,99.9,1,100,0.001,0.046
11406,9,513,0.05,16,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0.001,0.046
11407,9,513,0.05,16,1,0.3,uniform,0.5,openly-listen,75.9,92,1.18,84.8,0.279,5.561
11408,9,513,0.05,16,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
11409,9,513,0.05,16,1,0.3,uniform,0.9,openly-listen,72.2,89.4,1.25,80,0.332,6.977
11410,9,513,0.05,16,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
11411,9,513,0.05,16,1,0.3,uniform,1,openly-listen,32.5,58.7,2.89,34.5,0.319,14.314
11412,9,513,0.05,16,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0.001,0.081
11449,9,513,0.05,64,1,0.1,constant,0.5,openly-listen,38.7,52.3,3.63,27.4,0.432,26.527
11450,9,513,0.05,64,1,0.1,constant,0.5,vaguely-speak,38.7,52.3,3.63,27.4,0.432,26.527
11451,9,513,0.05,64,1,0.1,constant,0.9,openly-listen,76.9,70.6,2,49.9,0.452,22.634
11452,9,513,0.05,64,1,0.1,constant,0.9,vaguely-speak,76.9,70.6,2,49.9,0.452,22.634
11453,9,513,0.05,64,1,0.1,constant,1,openly-listen,56.2,61.9,2.6,38.4,0.451,25.255
11454,9,513,0.05,64,1,0.1,constant,1,vaguely-speak,56.2,61.9,2.6,38.4,0.451,25.255
11455,9,513,0.05,64,1,0.1,uniform,0.5,openly-listen,60,67.4,2.19,45.5,0.813,41.895
11456,9,513,0.05,64,1,0.1,uniform,0.5,vaguely-speak,76.9,70.6,2,49.9,0.427,21.409
11457,9,513,0.05,64,1,0.1,uniform,0.9,openly-listen,58.3,67.8,2.17,46,0.836,43.417
11458,9,513,0.05,64,1,0.1,uniform,0.9,vaguely-speak,76.9,70.8,1.98,50.3,0.326,16.247
11459,9,513,0.05,64,1,0.1,uniform,1,openly-listen,53.5,79.6,1.57,63.5,0.373,10.375
11460,9,513,0.05,64,1,0.1,uniform,1,vaguely-speak,76.9,70.7,1.99,50.1,0.34,17.004
11461,9,513,0.05,64,1,0.2,constant,0.5,openly-listen,76.9,70.6,2,49.9,0.389,19.471
11462,9,513,0.05,64,1,0.2,constant,0.5,vaguely-speak,76.9,70.6,2,49.9,0.389,19.471
11463,9,513,0.05,64,1,0.2,constant,0.9,openly-listen,100,99.9,1,100,0,0
11464,9,513,0.05,64,1,0.2,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
11465,9,513,0.05,64,1,0.2,constant,1,openly-listen,100,99.9,1,100,0,0.023
11466,9,513,0.05,64,1,0.2,constant,1,vaguely-speak,100,99.9,1,100,0,0.023
11467,9,513,0.05,64,1,0.2,uniform,0.5,openly-listen,79.2,93.9,1.13,88.4,0.36,5.937
11468,9,513,0.05,64,1,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
11469,9,513,0.05,64,1,0.2,uniform,0.9,openly-listen,78.5,92.1,1.18,84.9,0.516,10.298
11470,9,513,0.05,64,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
11471,9,513,0.05,64,1,0.2,uniform,1,openly-listen,65.6,87.8,1.29,77.3,0.506,12.569
11472,9,513,0.05,64,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0,0.025
11473,9,513,0.05,64,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
11474,9,513,0.05,64,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
11475,9,513,0.05,64,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
11476,9,513,0.05,64,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
11477,9,513,0.05,64,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
11478,9,513,0.05,64,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
11479,9,513,0.05,64,1,0.3,uniform,0.5,openly-listen,84,95.4,1.1,91.2,0.332,5.48
11480,9,513,0.05,64,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
11481,9,513,0.05,64,1,0.3,uniform,0.9,openly-listen,67.9,89,1.26,79.4,0.379,9.199
11482,9,513,0.05,64,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
11483,9,513,0.05,64,1,0.3,uniform,1,openly-listen,57.5,80.9,1.52,65.6,0.333,9.203
11484,9,513,0.05,64,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0.023
11521,9,513,0.25,4,1,0.1,constant,0.5,openly-listen,16.2,43.9,5.15,19.3,0.46,30.404
11522,9,513,0.25,4,1,0.1,constant,0.5,vaguely-speak,16.2,43.9,5.15,19.3,0.46,30.404
11523,9,513,0.25,4,1,0.1,constant,0.9,openly-listen,21.3,49.4,4.07,24.4,0.46,29.175
11524,9,513,0.25,4,1,0.1,constant,0.9,vaguely-speak,21.3,49.4,4.07,24.4,0.46,29.175
11525,9,513,0.25,4,1,0.1,constant,1,openly-listen,27,53.9,3.41,29.2,0.452,27.784
11526,9,513,0.25,4,1,0.1,constant,1,vaguely-speak,27,53.9,3.41,29.2,0.452,27.784
11527,9,513,0.25,4,1,0.1,uniform,0.5,openly-listen,56.7,69.7,2.05,48.7,0.792,39.132
11528,9,513,0.25,4,1,0.1,uniform,0.5,vaguely-speak,51.9,62.8,2.52,39.5,0.502,27.775
11529,9,513,0.25,4,1,0.1,uniform,0.9,openly-listen,53.2,82.6,1.46,68.4,0.397,12.39
11530,9,513,0.25,4,1,0.1,uniform,0.9,vaguely-speak,47.5,62.2,2.57,38.8,0.493,27.493
11531,9,513,0.25,4,1,0.1,uniform,1,openly-listen,18.5,49.9,3.99,24.9,0.437,27.591
11532,9,513,0.25,4,1,0.1,uniform,1,vaguely-speak,35.5,57.4,3.02,33,0.458,26.986
11533,9,513,0.25,4,1,0.2,constant,0.5,openly-listen,70,88.2,1.28,78,0.337,8.639
11534,9,513,0.25,4,1,0.2,constant,0.5,vaguely-speak,70,88.2,1.28,78,0.337,8.639
11535,9,513,0.25,4,1,0.2,constant,0.9,openly-listen,89.6,96.8,1.07,93.9,0.205,2.586
11536,9,513,0.25,4,1,0.2,constant,0.9,vaguely-speak,89.6,96.8,1.07,93.9,0.205,2.586
11537,9,513,0.25,4,1,0.2,constant,1,openly-listen,87.3,96,1.08,92.4,0.232,3.327
11538,9,513,0.25,4,1,0.2,constant,1,vaguely-speak,87.3,96,1.08,92.4,0.232,3.327
11539,9,513,0.25,4,1,0.2,uniform,0.5,openly-listen,82.7,95.3,1.1,90.9,0.254,3.996
11540,9,513,0.25,4,1,0.2,uniform,0.5,vaguely-speak,87.2,95.8,1.09,92,0.233,3.369
11541,9,513,0.25,4,1,0.2,uniform,0.9,openly-listen,64.8,88.2,1.28,77.9,0.564,13.993
11542,9,513,0.25,4,1,0.2,uniform,0.9,vaguely-speak,89.5,96.8,1.07,93.9,0.204,2.556
11543,9,513,0.25,4,1,0.2,uniform,1,openly-listen,59.9,86.4,1.34,74.7,0.548,14.61
11544,9,513,0.25,4,1,0.2,uniform,1,vaguely-speak,90.3,97.2,1.06,94.6,0.192,2.283
11545,9,513,0.25,4,1,0.3,constant,0.5,openly-listen,93.5,98.2,1.04,96.5,0.158,1.489
11546,9,513,0.25,4,1,0.3,constant,0.5,vaguely-speak,93.5,98.2,1.04,96.5,0.158,1.489
11547,9,513,0.25,4,1,0.3,constant,0.9,openly-listen,96.1,98.9,1.02,98.1,0.114,0.809
11548,9,513,0.25,4,1,0.3,constant,0.9,vaguely-speak,96.1,98.9,1.02,98.1,0.114,0.809
11549,9,513,0.25,4,1,0.3,constant,1,openly-listen,96.2,98.9,1.02,98.1,0.123,0.893
11550,9,513,0.25,4,1,0.3,constant,1,vaguely-speak,96.2,98.9,1.02,98.1,0.123,0.893
11551,9,513,0.25,4,1,0.3,uniform,0.5,openly-listen,76.8,92.6,1.16,86,0.287,5.198
11552,9,513,0.25,4,1,0.3,uniform,0.5,vaguely-speak,97.6,99.3,1.01,98.8,0.083,0.444
11553,9,513,0.25,4,1,0.3,uniform,0.9,openly-listen,83.8,95.2,1.1,90.9,0.396,6.08
11554,9,513,0.25,4,1,0.3,uniform,0.9,vaguely-speak,98.3,99.5,1.01,99.2,0.071,0.31
11555,9,513,0.25,4,1,0.3,uniform,1,openly-listen,30.8,55,3.29,30.3,0.31,14.895
11556,9,513,0.25,4,1,0.3,uniform,1,vaguely-speak,98.3,99.5,1.01,99.2,0.072,0.36
11593,9,513,0.25,16,1,0.1,constant,0.5,openly-listen,50.4,58.4,2.91,34.2,0.458,27.136
11594,9,513,0.25,16,1,0.1,constant,0.5,vaguely-speak,50.4,58.4,2.91,34.2,0.458,27.136
11595,9,513,0.25,16,1,0.1,constant,0.9,openly-listen,55,60,2.76,36.1,0.455,26.364
11596,9,513,0.25,16,1,0.1,constant,0.9,vaguely-speak,55,60,2.76,36.1,0.455,26.364
11597,9,513,0.25,16,1,0.1,constant,1,openly-listen,55.1,59.6,2.8,35.6,0.455,26.59
11598,9,513,0.25,16,1,0.1,constant,1,vaguely-speak,55.1,59.6,2.8,35.6,0.455,26.59
11599,9,513,0.25,16,1,0.1,uniform,0.5,openly-listen,61.1,86.1,1.35,74.2,0.489,13.187
11600,9,513,0.25,16,1,0.1,uniform,0.5,vaguely-speak,72,70,2.04,49,0.443,22.263
11601,9,513,0.25,16,1,0.1,uniform,0.9,openly-listen,48,76.3,1.71,58.3,0.538,16.875
11602,9,513,0.25,16,1,0.1,uniform,0.9,vaguely-speak,74.5,70.4,2.01,49.6,0.385,19.286
11603,9,513,0.25,16,1,0.1,uniform,1,openly-listen,42.7,74.9,1.78,56.2,0.396,14.387
11604,9,513,0.25,16,1,0.1,uniform,1,vaguely-speak,76.3,71.7,1.94,51.5,0.346,16.71
11605,9,513,0.25,16,1,0.2,constant,0.5,openly-listen,76,70.7,1.99,50,0.389,19.396
11606,9,513,0.25,16,1,0.2,constant,0.5,vaguely-speak,76,70.7,1.99,50,0.389,19.396
11607,9,513,0.25,16,1,0.2,constant,0.9,openly-listen,100,99.9,1,100,0,0
11608,9,513,0.25,16,1,0.2,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
11609,9,513,0.25,16,1,0.2,constant,1,openly-listen,99.1,99.7,1,99.6,0.06,0.212
11610,9,513,0.25,16,1,0.2,constant,1,vaguely-speak,99.1,99.7,1,99.6,0.06,0.212
11611,9,513,0.25,16,1,0.2,uniform,0.5,openly-listen,59.4,83.9,1.42,70.5,0.489,15.123
11612,9,513,0.25,16,1,0.2,uniform,0.5,vaguely-speak,97.4,99.3,1.01,98.8,0.099,0.533
11613,9,513,0.25,16,1,0.2,uniform,0.9,openly-listen,64.8,87.3,1.31,76.3,0.518,13.731
11614,9,513,0.25,16,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
11615,9,513,0.25,16,1,0.2,uniform,1,openly-listen,64.5,88.2,1.28,77.9,0.538,13.609
11616,9,513,0.25,16,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0.001,0.025
11617,9,513,0.25,16,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
11618,9,513,0.25,16,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
11619,9,513,0.25,16,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
11620,9,513,0.25,16,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
11621,9,513,0.25,16,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
11622,9,513,0.25,16,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
11623,9,513,0.25,16,1,0.3,uniform,0.5,openly-listen,81.1,94.3,1.12,89,0.387,6.458
11624,9,513,0.25,16,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
11625,9,513,0.25,16,1,0.3,uniform,0.9,openly-listen,80.3,93.9,1.13,88.4,0.455,7.859
11626,9,513,0.25,16,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
11627,9,513,0.25,16,1,0.3,uniform,1,openly-listen,47.2,76.5,1.7,58.7,0.339,11.327
11628,9,513,0.25,16,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0.024
11665,9,513,0.25,64,1,0.1,constant,0.5,openly-listen,54.7,59.2,2.84,35.1,0.44,25.831
11666,9,513,0.25,64,1,0.1,constant,0.5,vaguely-speak,54.7,59.2,2.84,35.1,0.44,25.831
11667,9,513,0.25,64,1,0.1,constant,0.9,openly-listen,37.3,51.1,3.8,26.2,0.445,28.259
11668,9,513,0.25,64,1,0.1,constant,0.9,vaguely-speak,37.3,51.1,3.8,26.2,0.445,28.259
11669,9,513,0.25,64,1,0.1,constant,1,openly-listen,55.7,59.9,2.77,35.9,0.447,26.008
11670,9,513,0.25,64,1,0.1,constant,1,vaguely-speak,55.7,59.9,2.77,35.9,0.447,26.008
11671,9,513,0.25,64,1,0.1,uniform,0.5,openly-listen,53.6,68.3,2.14,46.7,0.819,41.319
11672,9,513,0.25,64,1,0.1,uniform,0.5,vaguely-speak,55.8,60.8,2.69,37,0.409,22.791
11673,9,513,0.25,64,1,0.1,uniform,0.9,openly-listen,48,64.2,2.41,41.3,0.434,23.22
11674,9,513,0.25,64,1,0.1,uniform,0.9,vaguely-speak,76.9,70.7,1.99,50.1,0.366,18.25
11675,9,513,0.25,64,1,0.1,uniform,1,openly-listen,41.2,60.3,2.74,36.4,0.464,26.897
11676,9,513,0.25,64,1,0.1,uniform,1,vaguely-speak,76.9,70.6,2,50,0.353,17.64
11677,9,513,0.25,64,1,0.2,constant,0.5,openly-listen,76.9,70.7,1.99,50,0.382,19.059
11678,9,513,0.25,64,1,0.2,constant,0.5,vaguely-speak,76.9,70.7,1.99,50,0.382,19.059
11679,9,513,0.25,64,1,0.2,constant,0.9,openly-listen,76.9,70.7,1.99,50,0.399,19.934
11680,9,513,0.25,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.7,1.99,50,0.399,19.934
11681,9,513,0.25,64,1,0.2,constant,1,openly-listen,76.9,70.6,2,50,0.389,19.451
11682,9,513,0.25,64,1,0.2,constant,1,vaguely-speak,76.9,70.6,2,50,0.389,19.451
11683,9,513,0.25,64,1,0.2,uniform,0.5,openly-listen,73,87.1,1.32,75.9,0.48,12.735
11684,9,513,0.25,64,1,0.2,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
11685,9,513,0.25,64,1,0.2,uniform,0.9,openly-listen,87.4,96.4,1.07,93.1,0.398,5.324
11686,9,513,0.25,64,1,0.2,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
11687,9,513,0.25,64,1,0.2,uniform,1,openly-listen,68.1,86.8,1.32,75.5,0.552,14.738
11688,9,513,0.25,64,1,0.2,uniform,1,vaguely-speak,100,99.9,1,100,0.001,0.025
11689,9,513,0.25,64,1,0.3,constant,0.5,openly-listen,100,99.9,1,100,0,0
11690,9,513,0.25,64,1,0.3,constant,0.5,vaguely-speak,100,99.9,1,100,0,0
11691,9,513,0.25,64,1,0.3,constant,0.9,openly-listen,100,99.9,1,100,0,0
11692,9,513,0.25,64,1,0.3,constant,0.9,vaguely-speak,100,99.9,1,100,0,0
11693,9,513,0.25,64,1,0.3,constant,1,openly-listen,100,99.9,1,100,0,0
11694,9,513,0.25,64,1,0.3,constant,1,vaguely-speak,100,99.9,1,100,0,0
11695,9,513,0.25,64,1,0.3,uniform,0.5,openly-listen,80.4,93.9,1.13,88.3,0.268,4.202
11696,9,513,0.25,64,1,0.3,uniform,0.5,vaguely-speak,100,99.9,1,100,0,0
11697,9,513,0.25,64,1,0.3,uniform,0.9,openly-listen,81,93.6,1.14,87.8,0.325,5.458
11698,9,513,0.25,64,1,0.3,uniform,0.9,vaguely-speak,100,99.9,1,100,0,0
11699,9,513,0.25,64,1,0.3,uniform,1,openly-listen,72.9,89.5,1.24,80.3,0.544,13.113
11700,9,513,0.25,64,1,0.3,uniform,1,vaguely-speak,100,99.9,1,100,0,0
11737,10,129,0.05,4,1,0.1,constant,0.5,openly-listen,7.9,33.8,8.2,11.5,0.469,32.835
11738,10,129,0.05,4,1,0.1,constant,0.5,vaguely-speak,7.9,33.8,8.2,11.5,0.469,32.835
11739,10,129,0.05,4,1,0.1,constant,0.9,openly-listen,8,35.9,7.31,13,0.467,32.408
11740,10,129,0.05,4,1,0.1,constant,0.9,vaguely-speak,8,35.9,7.31,13,0.467,32.408
11741,10,129,0.05,4,1,0.1,constant,1,openly-listen,9.3,37.6,6.7,14.3,0.464,32.099
11742,10,129,0.05,4,1,0.1,constant,1,vaguely-speak,9.3,37.6,6.7,14.3,0.464,32.099
11743,10,129,0.05,4,1,0.1,uniform,0.5,openly-listen,18.6,47.9,4.21,23.1,0.422,26.764
11744,10,129,0.05,4,1,0.1,uniform,0.5,vaguely-speak,10.4,37.8,6.63,14.4,0.457,31.143
11745,10,129,0.05,4,1,0.1,uniform,0.9,openly-listen,9.9,37.4,6.79,14.1,0.483,32.941
11746,10,129,0.05,4,1,0.1,uniform,0.9,vaguely-speak,11.9,41.6,5.52,17.5,0.458,31.326
11747,10,129,0.05,4,1,0.1,uniform,1,openly-listen,8.9,40.2,5.9,16.3,0.489,32.897
11748,10,129,0.05,4,1,0.1,uniform,1,vaguely-speak,9.8,38.5,6.41,14.9,0.459,31.601
11749,10,129,0.05,4,1,0.2,constant,0.5,openly-listen,42.9,63.9,2.41,41.1,0.441,23.515
11750,10,129,0.05,4,1,0.2,constant,0.5,vaguely-speak,42.9,63.9,2.41,41.1,0.441,23.515
11751,10,129,0.05,4,1,0.2,constant,0.9,openly-listen,35.9,54.8,3.25,30.2,0.473,27.215
