country,year,D1,D2,total_respondents,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,refused,dont_know
FI,2023.0,0.10211026404997418,-0.02137826115576307,1003.0,27.0,35.0,97.0,94.0,224.0,124.0,146.0,128.0,43.0,25.0,17.0,43.0
FI,2024.5,0.11596075937443576,-0.006667484596221089,1008.0,30.0,57.0,96.0,125.0,177.0,140.0,119.0,120.0,35.0,42.0,15.0,52.0
FI,2025.0,0.13815095410684317,-0.02107921504014226,1009.0,36.0,33.0,82.0,123.0,194.0,131.0,136.0,162.0,36.0,19.0,12.0,45.0
FR,2007.0,0.04571030132323402,0.04749527914576386,1035.0,41.0,42.0,135.0,103.0,242.0,110.0,129.0,77.0,19.0,30.0,43.0,64.0
FR,2010.0,0.008819279386695265,0.1249992556782302,1000.0,35.0,53.0,135.0,110.0,236.0,66.0,66.0,53.0,13.0,14.0,73.0,146.0
FR,2012.0,-0.01458259626664038,0.07328658178466291,1008.0,64.0,44.0,139.0,106.0,237.0,79.0,85.0,57.0,10.0,38.0,55.0,94.0
FR,2014.0,-0.058741658450190144,0.07635160691272525,1011.0,51.0,37.0,123.0,110.0,257.0,71.0,79.0,35.0,7.0,47.0,49.0,145.0
FR,2015.0,-0.05568938154965128,0.010326602535658185,1032.0,46.0,34.0,111.0,89.0,277.0,77.0,83.0,60.0,11.0,69.0,33.0,142.0
FR,2016.0,-0.03858841273378849,0.020600348313677366,1026.0,46.0,33.0,107.0,96.0,274.0,75.0,85.0,54.0,19.0,51.0,52.0,134.0
FR,2017.0,-0.079971298439467,0.04802271842005341,1017.0,63.0,47.0,114.0,100.0,291.0,69.0,68.0,45.0,12.0,46.0,52.0,110.0
FR,2019.0,-0.0520755666762111,0.08260450902317518,1018.0,44.0,47.0,125.0,117.0,285.0,84.0,63.0,38.0,14.0,38.0,43.0,120.0
FR,2020.0,-0.05363871950201669,0.0777679580125857,1002.0,35.0,37.0,104.0,99.0,313.0,93.0,62.0,48.0,7.0,29.0,33.0,142.0
FR,2020.5,-0.05127296411499179,0.06713830654329324,1019.0,34.0,48.0,115.0,79.0,296.0,84.0,76.0,42.0,12.0,32.0,27.0,174.0
FR,2021.0,-0.06287908000326813,0.04332278265691147,1007.0,38.0,35.0,127.0,81.0,293.0,60.0,80.0,64.0,13.0,43.0,28.0,145.0
FR,2021.5,-0.039756818579518634,0.045774756742393195,1013.0,51.0,41.0,125.0,77.0,264.0,105.0,63.0,50.0,19.0,34.0,33.0,151.0
FR,2022.0,-0.013227059113377971,0.03760891522355493,1002.0,39.0,37.0,110.0,92.0,255.0,90.0,85.0,53.0,15.0,40.0,36.0,150.0
FR,2023.0,-0.03680380460623508,0.033905089197068666,1003.0,42.0,55.0,101.0,97.0,258.0,68.0,81.0,48.0,28.0,42.0,45.0,138.0
FR,2024.5,-0.00031161597516219487,0.01667258601456723,1001.0,36.0,33.0,119.0,101.0,221.0,87.0,84.0,51.0,29.0,59.0,57.0,124.0
FR,2025.0,-0.0028967482968339764,-0.0009520615902187926,1005.0,36.0,42.0,101.0,98.0,232.0,87.0,82.0,68.0,27.0,61.0,38.0,133.0
HR,2007.0,-0.076059084626874,-0.060688207883843735,1001.0,74.0,25.0,77.0,72.0,232.0,91.0,47.0,70.0,25.0,70.0,72.0,146.0
HR,2014.0,-0.08400572171601539,-0.039423735017120765,1009.0,62.0,40.0,87.0,72.0,244.0,75.0,81.0,41.0,25.0,86.0,118.0,78.0
HR,2015.0,0.03366139093357922,-0.05107594463472391,1059.0,51.0,38.0,83.0,105.0,206.0,93.0,115.0,100.0,30.0,81.0,75.0,82.0
HR,2016.0,-0.011950434985658375,0.006234648943480023,1006.0,39.0,32.0,90.0,123.0,257.0,86.0,82.0,71.0,23.0,58.0,74.0,71.0
HR,2017.0,-0.03142408439290005,0.012285688111498735,1018.0,49.0,37.0,98.0,113.0,286.0,91.0,77.0,59.0,32.0,50.0,73.0,53.0
HR,2019.0,-0.05447343696308498,-0.028986860386601046,1015.0,51.0,44.0,87.0,104.0,286.0,91.0,77.0,63.0,30.0,89.0,29.0,64.0
HR,2020.0,-0.014181551577143075,-0.03346549729340324,1019.0,30.0,24.0,74.0,106.0,339.0,123.0,97.0,85.0,37.0,63.0,26.0,15.0
HR,2020.5,-0.010124385607798173,-0.04431724919168555,1029.0,57.0,32.0,70.0,86.0,307.0,127.0,110.0,92.0,31.0,61.0,34.0,22.0
HR,2021.0,-0.03237083896885136,-0.054461635626849206,1040.0,59.0,28.0,88.0,89.0,310.0,159.0,89.0,59.0,47.0,82.0,17.0,13.0
HR,2021.5,-0.0453282764071264,-0.04754955808902856,1007.0,51.0,36.0,74.0,99.0,298.0,120.0,80.0,66.0,30.0,95.0,39.0,19.0
HR,2022.0,-0.0017912356827774548,-0.09413815683002497,1008.0,54.0,25.0,49.0,81.0,274.0,149.0,94.0,94.0,41.0,80.0,44.0,23.0
HR,2023.0,-0.058718119376199446,-0.054699378151102776,1034.0,62.0,25.0,72.0,95.0,318.0,125.0,82.0,52.0,46.0,82.0,44.0,31.0
HR,2024.5,0.03903126905249055,-0.14143847349143832,1004.0,65.0,16.0,46.0,113.0,200.0,156.0,99.0,104.0,24.0,112.0,32.0,37.0
HR,2025.0,-0.011633673452926199,-0.09013160443441694,1012.0,57.0,23.0,65.0,119.0,253.0,142.0,96.0,79.0,28.0,115.0,15.0,20.0
HU,2007.0,-0.033654925425383155,-0.07169925413991995,1000.0,34.0,17.0,56.0,73.0,254.0,68.0,95.0,82.0,20.0,74.0,125.0,102.0
HU,2010.0,0.008328604672534996,-0.10957150779674824,1014.0,29.0,12.0,40.0,74.0,241.0,117.0,95.0,84.0,28.0,80.0,152.0,62.0
HU,2012.0,-0.014598988362685056,-0.07312743350737066,1006.0,47.0,20.0,57.0,68.0,221.0,118.0,95.0,50.0,25.0,77.0,130.0,98.0
HU,2014.0,-0.057537637005479966,-0.12153962550612277,1056.0,49.0,15.0,39.0,49.0,297.0,104.0,89.0,77.0,27.0,97.0,142.0,71.0
HU,2015.0,-0.04147953700117527,-0.06131706763326677,1079.0,39.0,23.0,77.0,70.0,316.0,105.0,96.0,88.0,19.0,88.0,112.0,46.0
HU,2016.0,-0.004361808979768395,-0.09990542671822354,1029.0,19.0,25.0,48.0,45.0,291.0,95.0,101.0,92.0,29.0,54.0,150.0,80.0
HU,2017.0,-0.007267190402495289,-0.09974774028937781,1049.0,37.0,28.0,45.0,57.0,271.0,110.0,100.0,98.0,35.0,73.0,129.0,66.0
HU,2019.0,0.012797454303681916,-0.10621958532899589,1028.0,43.0,24.0,72.0,83.0,247.0,124.0,94.0,104.0,60.0,93.0,33.0,51.0
HU,2020.0,0.06289529452217847,-0.077162603590365,1072.0,21.0,18.0,74.0,98.0,296.0,178.0,120.0,117.0,49.0,61.0,30.0,10.0
HU,2020.5,0.055274126907309984,-0.0778663325094706,1045.0,29.0,27.0,67.0,80.0,284.0,189.0,96.0,120.0,43.0,51.0,47.0,12.0
HU,2021.0,0.12250854732856013,-0.11402770804976801,1018.0,18.0,18.0,61.0,90.0,200.0,220.0,117.0,123.0,53.0,72.0,32.0,14.0
HU,2021.5,0.0933227259499008,-0.11303309730212381,1025.0,28.0,22.0,58.0,86.0,201.0,170.0,132.0,133.0,49.0,82.0,45.0,19.0
HU,2022.0,0.09610425862222945,-0.0639985120932485,1043.0,26.0,34.0,80.0,81.0,217.0,207.0,113.0,108.0,38.0,52.0,58.0,29.0
HU,2023.0,0.0684317388945904,-0.12224761933012174,1019.0,34.0,18.0,69.0,99.0,192.0,131.0,99.0,119.0,54.0,98.0,72.0,34.0
HU,2024.5,0.0778844215009037,-0.038659274033422494,1015.0,18.0,20.0,82.0,101.0,252.0,176.0,143.0,77.0,28.0,55.0,41.0,22.0
HU,2025.0,0.08697587185227676,-0.004254560419559653,1011.0,14.0,35.0,97.0,92.0,228.0,152.0,142.0,78.0,24.0,39.0,77.0,33.0
IE,2007.0,0.023641816849158163,-0.04224521852973534,1008.0,21.0,24.0,42.0,77.0,287.0,139.0,101.0,71.0,22.0,32.0,21.0,171.0
IE,2010.0,-0.041670832575413194,0.025098446619757585,973.0,23.0,16.0,47.0,65.0,274.0,146.0,78.0,39.0,14.0,23.0,40.0,208.0
IE,2012.0,-0.048755717978288725,0.06864480145900616,1008.0,29.0,36.0,69.0,102.0,347.0,118.0,75.0,50.0,14.0,22.0,27.0,119.0
IE,2014.0,-0.07469644085495178,0.03321115907151046,1004.0,30.0,29.0,65.0,72.0,354.0,104.0,73.0,50.0,21.0,25.0,14.0,167.0
IE,2015.0,-0.1201731899999208,0.07178016666070232,1016.0,31.0,19.0,59.0,95.0,401.0,143.0,65.0,31.0,12.0,29.0,13.0,118.0
IE,2016.0,-0.11607008024215872,0.08760108853432393,1013.0,26.0,32.0,67.0,76.0,435.0,114.0,68.0,44.0,13.0,16.0,17.0,105.0
IE,2017.0,-0.10136725913417742,-0.061273074253299684,1004.0,28.0,16.0,38.0,60.0,391.0,121.0,76.0,84.0,31.0,26.0,19.0,114.0
IE,2019.0,-0.11140930080644573,0.12490374395789473,1015.0,29.0,31.0,76.0,108.0,430.0,109.0,61.0,29.0,5.0,16.0,59.0,62.0
IE,2020.0,0.019836206403937583,0.08955414663480343,1017.0,41.0,37.0,137.0,161.0,281.0,155.0,89.0,49.0,18.0,35.0,2.0,12.0
IE,2020.5,0.030093356444293916,0.14395829444521094,1026.0,42.0,61.0,160.0,176.0,280.0,145.0,91.0,45.0,9.0,14.0,0.0,3.0
IE,2021.0,-0.11968696432145517,0.14159402655247388,1005.0,12.0,31.0,73.0,85.0,484.0,139.0,79.0,31.0,11.0,14.0,4.0,42.0
IE,2021.5,-0.15302644479434932,0.11775631613849012,1012.0,16.0,13.0,69.0,105.0,509.0,116.0,72.0,31.0,6.0,26.0,7.0,42.0
IE,2022.0,-0.14231183673232253,0.1280969131988701,1007.0,18.0,12.0,55.0,120.0,480.0,133.0,61.0,35.0,13.0,16.0,12.0,52.0
IE,2023.0,-0.17877260831511638,0.09548652741758257,1016.0,19.0,16.0,50.0,91.0,490.0,132.0,49.0,28.0,14.0,19.0,8.0,100.0
IE,2024.5,-0.08585395912723134,0.16563574062796765,1005.0,11.0,23.0,73.0,106.0,453.0,136.0,86.0,37.0,5.0,9.0,6.0,60.0
IE,2025.0,-0.08566346672987848,0.15290624424928093,1007.0,19.0,15.0,64.0,129.0,447.0,131.0,83.0,44.0,7.0,10.0,7.0,51.0
IT,2007.0,0.028723029932983726,-0.005476057191773312,1045.0,65.0,52.0,86.0,97.0,162.0,74.0,84.0,49.0,27.0,55.0,204.0,90.0
IT,2010.0,0.1353719753617339,0.03143585860465575,1038.0,48.0,41.0,81.0,97.0,108.0,105.0,114.0,62.0,15.0,31.0,271.0,65.0
IT,2012.0,0.1269044377926969,-0.04215000491158512,1012.0,69.0,39.0,76.0,78.0,108.0,99.0,66.0,48.0,15.0,52.0,278.0,84.0
IT,2014.0,0.1101616569852235,0.0654879412198074,1009.0,34.0,54.0,100.0,84.0,125.0,113.0,68.0,67.0,12.0,24.0,218.0,110.0
IT,2015.0,0.12155671623205795,0.009680288631848768,1014.0,31.0,40.0,72.0,102.0,136.0,117.0,134.0,74.0,14.0,37.0,184.0,73.0
IT,2016.0,0.06080702531270142,0.009693766225806607,1014.0,35.0,26.0,88.0,76.0,138.0,73.0,84.0,63.0,13.0,40.0,283.0,95.0
IT,2017.0,0.08846063025440419,0.023416302775548944,1027.0,30.0,32.0,81.0,105.0,125.0,89.0,69.0,61.0,19.0,38.0,289.0,89.0
IT,2019.0,0.07845468936378794,-0.008693970732071659,1024.0,34.0,27.0,96.0,110.0,176.0,118.0,118.0,88.0,21.0,53.0,68.0,115.0
IT,2020.0,0.15713601158022425,-0.005036711765665827,1022.0,14.0,16.0,66.0,124.0,194.0,176.0,160.0,80.0,17.0,18.0,91.0,66.0
IT,2020.5,0.09862322016570596,0.03859272072366681,1033.0,23.0,27.0,107.0,126.0,200.0,139.0,148.0,83.0,16.0,27.0,89.0,48.0
IT,2021.0,0.12078074597526649,0.005226082873696627,1020.0,27.0,24.0,75.0,135.0,170.0,145.0,140.0,86.0,15.0,35.0,116.0,52.0
IT,2021.5,0.13055853509457319,0.024301053657207906,1019.0,29.0,18.0,75.0,133.0,176.0,154.0,151.0,65.0,13.0,23.0,117.0,65.0
IT,2022.0,0.14548942396879028,0.016999876010937505,1028.0,29.0,16.0,87.0,135.0,159.0,170.0,141.0,78.0,13.0,28.0,115.0,57.0
IT,2023.0,0.11642215360835059,0.006001321404527228,1047.0,21.0,23.0,78.0,125.0,181.0,134.0,150.0,86.0,15.0,33.0,137.0,64.0
IT,2024.5,0.11502963677496802,-0.049793576711656226,1036.0,34.0,18.0,57.0,118.0,188.0,168.0,130.0,111.0,31.0,35.0,103.0,43.0
IT,2025.0,0.1195512702440173,-0.03962183764082638,1026.0,24.0,15.0,62.0,123.0,205.0,170.0,156.0,93.0,27.0,36.0,89.0,26.0
LT,2007.0,-0.10987918971630178,-0.053103866371289166,1016.0,42.0,28.0,42.0,56.0,194.0,52.0,30.0,40.0,20.0,59.0,69.0,384.0
LT,2010.0,-0.14535794747079386,-0.044486485746204785,1025.0,52.0,34.0,43.0,32.0,196.0,37.0,30.0,36.0,11.0,46.0,118.0,390.0
LT,2012.0,-0.1597093135693683,-0.0816898182864849,1011.0,88.0,32.0,46.0,45.0,230.0,44.0,31.0,45.0,24.0,69.0,72.0,285.0
LT,2014.0,-0.19263098036843176,-0.05322316746446276,1008.0,71.0,36.0,55.0,31.0,304.0,45.0,30.0,32.0,17.0,73.0,35.0,279.0
LT,2015.0,-0.16195338072771398,-0.06901565475578234,1012.0,62.0,37.0,56.0,33.0,271.0,56.0,37.0,34.0,22.0,84.0,36.0,284.0
LT,2016.0,-0.1631062692382132,-0.02060952376666261,1000.0,47.0,37.0,53.0,43.0,309.0,46.0,48.0,28.0,11.0,63.0,54.0,261.0
LT,2017.0,-0.154764966914441,-0.08437137837808771,1003.0,36.0,28.0,45.0,31.0,271.0,57.0,34.0,43.0,15.0,90.0,71.0,282.0
LT,2019.0,-0.17476646753859768,-0.045959899282636954,1001.0,50.0,38.0,46.0,41.0,313.0,38.0,33.0,44.0,21.0,63.0,41.0,273.0
LT,2020.0,-0.022684925358256895,-0.07206969438910307,1042.0,30.0,26.0,50.0,78.0,396.0,167.0,101.0,84.0,35.0,55.0,2.0,18.0
LT,2020.5,-0.04588504412958896,-0.051603182062873544,1025.0,33.0,24.0,55.0,81.0,416.0,128.0,113.0,82.0,30.0,56.0,1.0,6.0
LT,2021.0,-0.12487889796785213,-0.02538576585022535,1004.0,56.0,31.0,52.0,58.0,283.0,45.0,49.0,44.0,23.0,48.0,42.0,273.0
LT,2021.5,-0.09391216079445715,-0.016671571425766044,1005.0,42.0,30.0,46.0,45.0,286.0,65.0,71.0,44.0,15.0,36.0,55.0,270.0
LT,2022.0,-0.09175285133278624,-0.009388960960033875,1004.0,52.0,44.0,67.0,47.0,248.0,57.0,56.0,50.0,19.0,37.0,64.0,263.0
LT,2023.0,-0.10736500592610274,-0.015275548952878961,1016.0,64.0,41.0,57.0,60.0,220.0,57.0,58.0,36.0,9.0,54.0,61.0,299.0
LT,2024.5,-0.027950357866481854,-0.051480291476355196,1018.0,34.0,19.0,43.0,46.0,232.0,100.0,59.0,56.0,24.0,33.0,57.0,315.0
LT,2025.0,-0.05233134205811432,-0.014568993355553013,1003.0,49.0,29.0,64.0,58.0,217.0,72.0,60.0,44.0,18.0,43.0,83.0,266.0
LU,2007.0,-0.1157217045452358,0.0161769688959997,503.0,18.0,8.0,25.0,31.0,183.0,40.0,33.0,29.0,11.0,11.0,50.0,64.0
LU,2010.0,-0.04608976633633729,0.05375406533496254,501.0,15.0,13.0,43.0,40.0,147.0,44.0,39.0,18.0,9.0,13.0,35.0,85.0
LU,2012.0,-0.03841893373218888,0.0648185162710637,504.0,25.0,12.0,51.0,54.0,163.0,55.0,44.0,26.0,4.0,14.0,15.0,41.0
LU,2014.0,-0.05160136086052893,0.04822801650266403,504.0,21.0,14.0,33.0,43.0,146.0,34.0,55.0,39.0,1.0,13.0,29.0,76.0
LU,2015.0,-0.08538367484975086,0.08300326469842537,502.0,15.0,10.0,46.0,43.0,169.0,25.0,44.0,22.0,11.0,8.0,18.0,91.0
LU,2016.0,-0.07522970066636092,0.028374558947073303,505.0,33.0,14.0,44.0,41.0,158.0,39.0,38.0,24.0,8.0,16.0,28.0,62.0
LU,2017.0,-0.08316367813786833,0.09525712737247075,506.0,15.0,18.0,43.0,43.0,167.0,47.0,26.0,15.0,5.0,10.0,56.0,61.0
LU,2019.0,-0.09750261860795925,0.07871798522095019,508.0,17.0,9.0,46.0,45.0,152.0,44.0,22.0,21.0,1.0,17.0,31.0,103.0
LU,2020.0,0.008402655754494016,0.13383357206948726,530.0,13.0,21.0,72.0,66.0,171.0,82.0,63.0,13.0,6.0,12.0,5.0,6.0
LU,2020.5,0.043982160868164304,0.09803481549244995,514.0,19.0,26.0,59.0,72.0,138.0,65.0,76.0,27.0,4.0,10.0,8.0,10.0
LU,2021.0,-0.0743599417957953,0.1328285338975564,506.0,9.0,14.0,49.0,62.0,200.0,46.0,29.0,28.0,3.0,8.0,21.0,37.0
LU,2021.5,-0.11757964689440832,0.18786559136700662,502.0,6.0,12.0,48.0,56.0,221.0,48.0,28.0,9.0,0.0,6.0,30.0,38.0
LU,2022.0,-0.07843955385255363,0.16529009485594057,508.0,11.0,13.0,57.0,75.0,195.0,39.0,26.0,15.0,6.0,5.0,28.0,38.0
LU,2023.0,-0.12209128292074097,0.08428943093934571,508.0,10.0,8.0,41.0,44.0,210.0,62.0,35.0,16.0,4.0,18.0,28.0,32.0
LU,2024.5,-0.05885382343438187,0.13628785174200803,509.0,8.0,25.0,41.0,60.0,197.0,56.0,40.0,18.0,4.0,8.0,12.0,40.0
LU,2025.0,-0.04849491145548468,0.13730743910919346,503.0,13.0,20.0,51.0,53.0,190.0,69.0,44.0,14.0,3.0,7.0,13.0,26.0
LV,2007.0,0.03256819531085478,-0.10342507342165919,1005.0,19.0,14.0,43.0,49.0,228.0,123.0,89.0,83.0,32.0,50.0,59.0,216.0
LV,2010.0,0.016065354291819517,-0.10300229121625791,999.0,18.0,17.0,39.0,49.0,262.0,109.0,94.0,79.0,35.0,47.0,83.0,167.0
LV,2012.0,0.027950268532920392,-0.15385298566853894,1021.0,26.0,9.0,35.0,57.0,185.0,105.0,86.0,81.0,44.0,88.0,94.0,211.0
LV,2014.0,-0.05771365334404621,-0.1514955033185587,1004.0,34.0,6.0,32.0,37.0,326.0,100.0,96.0,74.0,24.0,79.0,17.0,179.0
LV,2015.0,0.0037242719530088783,-0.14612473491918984,1001.0,16.0,10.0,24.0,49.0,302.0,110.0,99.0,81.0,22.0,47.0,28.0,213.0
LV,2016.0,-0.01882664082548261,-0.14831314359574344,1000.0,26.0,14.0,32.0,33.0,280.0,118.0,97.0,86.0,15.0,72.0,27.0,200.0
LV,2017.0,-0.018729916855866436,-0.16164415324174716,1001.0,31.0,11.0,19.0,41.0,255.0,105.0,83.0,88.0,29.0,74.0,43.0,222.0
LV,2019.0,-0.01063209904632094,-0.16789272118695583,1005.0,20.0,13.0,26.0,31.0,312.0,115.0,102.0,66.0,44.0,51.0,46.0,179.0
LV,2020.0,0.11109282025376056,-0.09422507792848928,1020.0,13.0,15.0,45.0,76.0,330.0,200.0,149.0,97.0,25.0,28.0,2.0,40.0
LV,2020.5,0.10531299426462275,-0.0875746496553608,1009.0,17.0,15.0,55.0,70.0,338.0,202.0,151.0,105.0,16.0,29.0,4.0,7.0
LV,2021.0,0.04489036429237799,-0.07639444137173414,1001.0,22.0,22.0,54.0,66.0,364.0,178.0,139.0,84.0,23.0,32.0,5.0,12.0
LV,2021.5,0.026565493542631168,-0.15901647446601894,1013.0,9.0,9.0,34.0,47.0,305.0,116.0,117.0,90.0,31.0,58.0,21.0,176.0
LV,2022.0,0.033090988787062986,-0.22325182163272578,1031.0,8.0,8.0,20.0,26.0,279.0,93.0,110.0,144.0,33.0,74.0,20.0,216.0
LV,2023.0,-0.003946958093634986,-0.20591393870131694,1000.0,9.0,11.0,40.0,19.0,337.0,85.0,78.0,115.0,40.0,29.0,21.0,216.0
LV,2024.5,0.13213813308642686,-0.14561331960660673,1022.0,9.0,9.0,20.0,46.0,225.0,170.0,134.0,71.0,32.0,27.0,23.0,256.0
LV,2025.0,0.0951973704832086,-0.14570238949505787,1006.0,4.0,12.0,33.0,36.0,263.0,131.0,112.0,75.0,24.0,27.0,36.0,253.0
MK,2007.0,-0.1228560691120689,-0.09967726862531145,1009.0,72.0,23.0,49.0,50.0,218.0,57.0,43.0,44.0,34.0,86.0,63.0,270.0
MT,2007.0,-0.14494656015489657,-0.15860743749879969,499.0,42.0,3.0,14.0,14.0,104.0,20.0,22.0,28.0,15.0,39.0,56.0,142.0
MT,2010.0,-0.1763988851560926,-0.08649328524182445,501.0,31.0,10.0,11.0,9.0,99.0,27.0,20.0,9.0,4.0,25.0,64.0,192.0
MT,2012.0,-0.12327254391527603,-0.13634952172190762,503.0,42.0,6.0,13.0,14.0,83.0,25.0,25.0,21.0,8.0,31.0,19.0,216.0
MT,2014.0,-0.18000164144702133,-0.0047404074826149075,502.0,29.0,8.0,17.0,26.0,145.0,16.0,25.0,11.0,6.0,19.0,32.0,168.0
MT,2015.0,-0.12531878976794772,-0.004708631690078518,502.0,21.0,4.0,20.0,25.0,137.0,48.0,27.0,15.0,4.0,18.0,19.0,164.0
MT,2016.0,-0.1550843629177911,0.03606163113214209,503.0,21.0,10.0,26.0,35.0,157.0,17.0,23.0,15.0,5.0,17.0,45.0,132.0
MT,2017.0,-0.1890973598524749,0.03217716572999414,498.0,40.0,24.0,19.0,37.0,141.0,22.0,14.0,12.0,6.0,15.0,42.0,126.0
MT,2019.0,-0.09301884612485745,0.11203509957114088,511.0,30.0,28.0,43.0,48.0,127.0,27.0,26.0,13.0,4.0,8.0,39.0,118.0
MT,2020.0,-0.12831946856313697,0.0001753594526496166,586.0,29.0,16.0,28.0,40.0,216.0,63.0,32.0,21.0,9.0,29.0,23.0,80.0
MT,2020.5,-0.05794574046949952,0.01308034834136989,520.0,27.0,13.0,35.0,57.0,144.0,62.0,41.0,18.0,7.0,30.0,15.0,71.0
MT,2021.0,-0.08526136905018325,-0.047492494442804144,505.0,29.0,7.0,27.0,45.0,165.0,59.0,31.0,31.0,10.0,35.0,16.0,50.0
MT,2021.5,-0.14306721990893248,0.09362631849138624,504.0,28.0,15.0,47.0,49.0,183.0,33.0,20.0,12.0,2.0,14.0,56.0,45.0
MT,2022.0,-0.1541597662030411,0.09559117025851126,508.0,22.0,3.0,44.0,73.0,174.0,28.0,25.0,11.0,11.0,16.0,36.0,65.0
MT,2023.0,-0.06987912344012695,0.005921118393495477,511.0,36.0,5.0,31.0,45.0,139.0,39.0,40.0,35.0,12.0,10.0,28.0,91.0
MT,2024.5,0.07476012294342257,-0.11317740109731195,502.0,47.0,21.0,30.0,46.0,89.0,43.0,45.0,58.0,27.0,19.0,25.0,52.0
MT,2025.0,0.016016109452101784,-0.06799766456011926,502.0,30.0,15.0,24.0,38.0,115.0,54.0,42.0,45.0,24.0,16.0,31.0,68.0
NL,2007.0,0.13045534939376485,0.11292798016150812,1007.0,23.0,33.0,136.0,175.0,187.0,134.0,178.0,87.0,11.0,10.0,6.0,27.0
NL,2010.0,0.1034931939058012,0.06359618628107232,1025.0,46.0,59.0,146.0,137.0,188.0,125.0,130.0,101.0,23.0,25.0,8.0,37.0
NL,2012.0,0.09110296873901141,0.09318287123933604,1004.0,38.0,41.0,138.0,149.0,204.0,155.0,135.0,81.0,9.0,17.0,12.0,25.0
NL,2014.0,0.08839689928794969,0.11628490047935552,1019.0,20.0,40.0,135.0,158.0,230.0,129.0,151.0,79.0,11.0,9.0,6.0,51.0
NL,2015.0,0.07794272238542821,0.08967978744793056,1022.0,38.0,46.0,147.0,141.0,235.0,132.0,140.0,85.0,18.0,12.0,4.0,24.0
NL,2016.0,0.09642114569952628,0.1349703691077836,1020.0,39.0,61.0,162.0,174.0,199.0,133.0,134.0,73.0,4.0,13.0,8.0,20.0
NL,2017.0,0.08913565142697961,0.10598962694767654,1014.0,35.0,58.0,157.0,158.0,204.0,145.0,106.0,81.0,18.0,15.0,5.0,32.0
NL,2019.0,0.08620493158768032,0.131466973919416,1017.0,39.0,64.0,171.0,147.0,219.0,119.0,150.0,54.0,20.0,8.0,3.0,23.0
NL,2020.0,0.11537264541328021,0.1522275025104866,1006.0,22.0,61.0,180.0,185.0,181.0,156.0,126.0,63.0,9.0,10.0,2.0,11.0
NL,2020.5,0.1389010152353297,0.11668015859295736,1005.0,25.0,61.0,165.0,166.0,174.0,131.0,148.0,106.0,15.0,8.0,1.0,5.0
NL,2021.0,0.12916020159668817,0.1372488705369678,1007.0,48.0,98.0,179.0,135.0,168.0,138.0,124.0,93.0,6.0,12.0,1.0,5.0
NL,2021.5,0.11339478663762015,0.09357275353083501,1033.0,44.0,69.0,143.0,136.0,198.0,150.0,162.0,93.0,11.0,13.0,7.0,7.0
NL,2022.0,0.1191730979356979,0.13098259740852614,1012.0,35.0,72.0,190.0,145.0,174.0,142.0,144.0,68.0,10.0,15.0,2.0,15.0
NL,2023.0,0.11433071594083688,0.12735731835072012,1036.0,41.0,57.0,166.0,177.0,181.0,156.0,141.0,73.0,10.0,11.0,5.0,18.0
NL,2024.5,0.1053369413278748,0.1046385650440721,1011.0,47.0,66.0,130.0,169.0,187.0,163.0,137.0,71.0,13.0,16.0,4.0,8.0
NL,2025.0,0.13697790315404204,0.1113155622722366,1016.0,42.0,73.0,149.0,169.0,158.0,143.0,164.0,73.0,14.0,15.0,7.0,9.0
PL,2007.0,-0.03348848341675441,-0.12522487304436267,1000.0,38.0,18.0,40.0,49.0,217.0,67.0,86.0,75.0,37.0,84.0,28.0,261.0
PL,2010.0,-0.04395087457951243,-0.11667781423803553,1000.0,48.0,18.0,35.0,44.0,220.0,70.0,79.0,75.0,30.0,72.0,46.0,263.0
PL,2012.0,-0.05550765504141467,-0.10202948936379727,998.0,40.0,22.0,58.0,52.0,248.0,84.0,65.0,78.0,33.0,93.0,53.0,172.0
PL,2014.0,-0.036363368977819076,-0.11729360235464954,1012.0,46.0,13.0,48.0,64.0,237.0,89.0,87.0,76.0,31.0,101.0,53.0,167.0
PL,2015.0,-0.010173120887885388,-0.1343903329944915,1014.0,40.0,29.0,46.0,54.0,178.0,80.0,77.0,96.0,26.0,96.0,79.0,213.0
PL,2016.0,0.040524091736127366,-0.11499636852500887,1020.0,22.0,20.0,35.0,64.0,212.0,110.0,113.0,88.0,36.0,69.0,40.0,211.0
PL,2017.0,-0.009209902456442955,-0.13657007969198337,1009.0,48.0,28.0,33.0,41.0,175.0,104.0,76.0,74.0,27.0,79.0,67.0,257.0
PL,2019.0,-0.054566662343342925,-0.12313369925017195,1025.0,60.0,22.0,58.0,61.0,257.0,99.0,85.0,93.0,25.0,126.0,31.0,108.0
PL,2020.0,0.04600345150574945,-0.025943241860058426,1018.0,57.0,41.0,83.0,96.0,245.0,160.0,111.0,99.0,37.0,41.0,7.0,41.0
PL,2020.5,0.06358192737825671,-0.00121376037257549,1039.0,44.0,46.0,117.0,122.0,215.0,128.0,120.0,101.0,31.0,57.0,9.0,49.0
PL,2021.0,0.059096290008783255,-0.012346529432234197,1036.0,56.0,47.0,85.0,112.0,216.0,146.0,129.0,93.0,25.0,49.0,12.0,66.0
PL,2021.5,0.017610606061068772,-0.05615703508870206,1013.0,68.0,43.0,83.0,109.0,222.0,124.0,107.0,95.0,31.0,88.0,5.0,38.0
