"search-number","evaluation","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","conformity-level*","conformity-drawn*","network-change*","cut-links-randomly?*","create-links-randomly?*","min-comm-neis*","dissatisfied_updates_opinion*","id_threshold*","use_identity?*","use_opponents_ratio?*","identity_levels*","polarisation-each-n-steps*","polar_repeats*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","esbg_furthest_out*","n-agents*","opinions*","model*","rs*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","record?*","max-ticks*","hk-benchmark?*","record-each-n-steps*","avoid-redundancies?*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"112","112","25","0.05","0.772","""uniform""","0.5","""uniform""","""openly-listen""","0.67","""uniform""","0.09999999999999999","""uniform""","""link""","false","false","2","0.34","0.16","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.069","7","0.655","0.5555000000000001"
"112","119","53","0.45","0.20400000000000001","""uniform""","0.03","""uniform""","""vaguely-speak""","1.06","""uniform""","0.78","""uniform""","""link""","false","false","8","0.98","0.9","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.514","7","0.655","0.5555000000000001"
"112","126","56","0.07","0.053000000000000005","""uniform""","0.33","""uniform""","""vaguely-speak""","0.97","""uniform""","0.5700000000000001","""uniform""","""link""","false","true","3","0.59","0.19","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.655","0.5555000000000001"
"112","133","32","0.33","0.171","""uniform""","0.16","""uniform""","""vaguely-speak""","0.4","""uniform""","0.41000000000000003","""uniform""","""link""","false","true","1","0.44","0.82","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.564","7","0.655","0.5555000000000001"
"112","140","41","0","0.98","""uniform""","0.48000000000000004","""uniform""","""openly-listen""","0.98","""uniform""","0.03","""uniform""","""link""","false","true","7","0.44","0.23","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.10999999999999999","7","0.655","0.5555000000000001"
"112","147","62","0.44","0.608","""uniform""","0.49","""uniform""","""openly-listen""","0.17","""uniform""","0.19","""uniform""","""link""","false","true","8","0.3","0.9","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.078","7","0.655","0.5555000000000001"
"112","154","50","0.45","0.269","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.38","""uniform""","0.38","""uniform""","""link""","false","false","0","0.36","0.85","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.6000000000000001","7","0.655","0.5555000000000001"
"112","161","16","0.3","0.763","""uniform""","0.19","""uniform""","""vaguely-speak""","0.61","""uniform""","0.91","""uniform""","""link""","false","false","5","0.18","0.84","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.591","7","0.655","0.5555000000000001"
"112","168","16","0.03","0.019000000000000003","""uniform""","0.04","""uniform""","""vaguely-speak""","0.01","""uniform""","0.36000000000000004","""uniform""","""link""","false","true","1","0.75","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.521","7","0.655","0.5555000000000001"
"112","175","32","0.33","0.171","""uniform""","0.16","""uniform""","""vaguely-speak""","0.4","""uniform""","0.41000000000000003","""uniform""","""link""","false","true","10","0.4","0.91","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.524","7","0.655","0.5555000000000001"
"112","182","5","0.15","0.063","""uniform""","0.48000000000000004","""uniform""","""openly-listen""","0.29000000000000004","""uniform""","0.44","""uniform""","""link""","false","true","1","0.44","0.82","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5630000000000001","7","0.655","0.5555000000000001"
"112","189","50","0.5","0.269","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","0.38","""uniform""","0.22","""uniform""","""link""","false","false","0","0.36","0.85","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.588","7","0.655","0.5555000000000001"
"112","196","50","0.45","0.269","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","0.38","""uniform""","0.38","""uniform""","""link""","false","false","0","0.36","0.85","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.655","0.5555000000000001"
"112","203","16","0.03","0.019000000000000003","""uniform""","0.19","""uniform""","""vaguely-speak""","0.4","""uniform""","0.41000000000000003","""uniform""","""link""","false","true","1","0.44","0.82","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.575","7","0.655","0.5555000000000001"
"112","210","32","0.33","0.171","""uniform""","0.16","""uniform""","""openly-listen""","0.61","""uniform""","0.91","""uniform""","""link""","false","false","5","0.18","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5589999999999999","7","0.655","0.5555000000000001"
"112","217","46","0.33","0.171","""uniform""","0.16","""uniform""","""vaguely-speak""","0.4","""uniform""","0.41000000000000003","""uniform""","""link""","false","true","1","0.44","0.82","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.594","7","0.655","0.5555000000000001"
"112","224","25","0.08","0.057","""uniform""","0.09","""uniform""","""openly-listen""","0.7100000000000001","""uniform""","0.38","""uniform""","""link""","false","true","8","0.53","0.91","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.472","7","0.655","0.5555000000000001"
"112","231","16","0.03","0.019000000000000003","""uniform""","0.19","""uniform""","""openly-listen""","0.61","""uniform""","0.91","""uniform""","""link""","false","false","5","0.15","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.605","7","0.655","0.5555000000000001"
"112","238","28","0.35000000000000003","0.335","""uniform""","0.16","""uniform""","""vaguely-speak""","0.87","""uniform""","0.29000000000000004","""uniform""","""link""","false","true","4","0.9500000000000001","0.1","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.655","0.5555000000000001"
"112","245","16","0.3","0.674","""uniform""","0.19","""uniform""","""vaguely-speak""","0.61","""uniform""","0.91","""uniform""","""link""","false","false","5","0.23","0.84","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5710000000000001","7","0.655","0.5555000000000001"
"112","252","46","0.33","0.171","""uniform""","0.16","""uniform""","""vaguely-speak""","0.4","""uniform""","0.51","""uniform""","""link""","false","true","1","0.44","0.82","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5740000000000001","7","0.655","0.5555000000000001"
"112","259","16","0.03","0.019000000000000003","""uniform""","0.19","""uniform""","""vaguely-speak""","0.61","""uniform""","0.91","""uniform""","""link""","false","false","5","0.18","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.576","7","0.655","0.5555000000000001"
"112","266","50","0.43","0.269","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","0.38","""uniform""","0.22","""uniform""","""link""","false","false","0","0.32","0.85","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5489999999999999","7","0.655","0.5555000000000001"
"112","273","16","0.03","0.019000000000000003","""uniform""","0.19","""uniform""","""vaguely-speak""","0.4","""uniform""","0.41000000000000003","""uniform""","""link""","false","false","1","0.44","0.82","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.585","7","0.655","0.5555000000000001"
"112","280","50","0.45","0.269","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.29000000000000004","""uniform""","0.44","""uniform""","""link""","false","true","1","0.54","0.82","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.553","7","0.655","0.5555000000000001"
"112","287","5","0.15","0.063","""uniform""","0.48000000000000004","""uniform""","""vaguely-speak""","0.38","""uniform""","0.38","""uniform""","""link""","false","false","0","0.36","0.95","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.504","7","0.655","0.5555000000000001"
"112","294","50","0.45","0.269","""uniform""","0.32","""uniform""","""openly-listen""","0.38","""uniform""","0.38","""uniform""","""link""","false","false","0","0.36","0.85","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.56","7","0.655","0.5555000000000001"
"112","301","50","0.5","0.269","""uniform""","0.33","""uniform""","""vaguely-speak""","0.38","""uniform""","0.22","""uniform""","""link""","false","false","0","0.36","0.85","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.536","7","0.655","0.5555000000000001"
"113","7","3","0.18","0.302","""uniform""","0.27","""uniform""","""openly-listen""","0.85","""uniform""","0.17","""uniform""","""link""","false","false","0","0.74","0.69","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.532","7","0.532","0.5105"
"113","14","57","0.4","0.8170000000000001","""uniform""","0.46","""uniform""","""openly-listen""","0.66","""uniform""","0.97","""uniform""","""link""","false","true","3","0.75","0.47","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.07","7","0.532","0.5105"
"113","21","38","0.4","0.761","""uniform""","0.32","""uniform""","""openly-listen""","0.060000000000000005","""uniform""","0.25","""uniform""","""link""","false","true","2","0.45","0.69","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.11299999999999999","7","0.532","0.5105"
"113","28","29","0.5","0.652","""uniform""","0.08","""uniform""","""vaguely-speak""","0.79","""uniform""","0.93","""uniform""","""link""","false","true","7","0.33","0.28","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.517","7","0.532","0.5105"
"113","35","16","0.39","0.38","""uniform""","0.14","""uniform""","""openly-listen""","0.61","""uniform""","0.9600000000000001","""uniform""","""link""","false","false","7","0.52","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.405","7","0.532","0.5105"
"113","42","39","0.15","0.048","""uniform""","0.27","""uniform""","""openly-listen""","0.17","""uniform""","0.16","""uniform""","""link""","false","false","3","0.8200000000000001","0.78","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.19599999999999998","7","0.532","0.5105"
"113","49","7","0.34","0.128","""uniform""","0.03","""uniform""","""openly-listen""","0.09999999999999999","""uniform""","1","""uniform""","""link""","false","false","8","0.2","0.51","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5249999999999999","7","0.532","0.5105"
